Falcon Ledger	A	T	T	T	0.65	매수·거래 기록 장부로 명확
Quantum Notary	A	T	T	T	0.6	전자 공증 서비스로 명확
Slack Messenger	R	T	T	F	0.95	Slack 협업 도구 상표와 유사
Photoshop Canvas	R	T	T	F	0.95	Photoshop Adobe 상표와 유사
Data Thing	R	F	T	T	0.9	Thing 지칭 불분명해 명확성 결여
Ledger Sentinel	A	T	T	T	0.6	장부 감시·보호 도구로 명확
Ledger Watchman	R	T	F	T	0.65	승인된 Ledger Sentinel(장부 감시 도구)과 동일 기능 의미 중복
Toilet App	A	T	T	T	0.55	변기 수리·관리 앱
Vacation Tips	A	T	T	T	0.55	여행 팁 콘텐츠
Ukulele Advice	A	T	T	T	0.55	우쿨렐레 학습 조언 콘텐츠
Prescription Workbook	A	T	T	T	0.55	복약 기록 워크북
Container Quantity	A	T	T	T	0.55	컨테이너 수량 추적
Maintenance Login	A	T	T	T	0.55	유지보수 포털 로그인
Deductible Analysis	A	T	T	T	0.6	자부담 분석 도구
Recruiting Coach	A	T	T	T	0.55	채용 코칭 도구
Annuity App	A	T	T	T	0.55	연금 관리 앱
Overtime Tips	A	T	T	T	0.55	초과근무 관리 팁
Scaffold Advice	A	T	T	T	0.55	비계 안전 조언 콘텐츠
Welding Quantity	A	T	T	T	0.55	용접 물량 집계
Tractor Login	A	T	T	T	0.55	농기계 포털 로그인
Donation Analysis	A	T	T	T	0.55	기부 분석 도구
Reader Habit	A	T	T	T	0.55	독자 독서 습관 분석
Lawyer Note	A	T	T	T	0.6	변호사 업무 노트
Decor App	A	T	T	T	0.55	인테리어 소품 앱
Roof Tips	A	T	T	T	0.55	지붕 관리 팁 콘텐츠
Valve Advice	A	T	T	T	0.55	밸브 점검 조언 콘텐츠
Trading Analysis	A	T	T	T	0.55	매매 분석 도구
Custody Coach	A	T	T	T	0.55	양육권 절차 코칭
Immigration Center	A	T	T	T	0.6	이민 서비스 센터
Notary Rate	A	T	T	T	0.55	공증 수수료 요율 조회
Mediation Advisory	A	T	T	T	0.55	조정 자문 서비스
Guardianship Number	A	T	T	T	0.55	후견 사건 번호 관리
Trademark Trial	A	T	T	T	0.55	상표 심판 절차 관리
Patent Detector	A	T	T	T	0.55	특허 침해·선행기술 탐지
Copyright Guide	A	T	T	T	0.55	저작권 가이드
Songbook App	A	T	T	T	0.55	악보집 앱
Stretch Tips	A	T	T	T	0.55	스트레칭 팁 콘텐츠
Insolvency Advice	A	T	T	T	0.55	파산 상담 콘텐츠
Copay Workbook	A	T	T	T	0.55	본인부담금 기록 워크북
Storage Analysis	A	T	T	T	0.55	창고·수납 공간 분석
Migraine Summary	A	T	T	T	0.55	편두통 발작 요약 기록
Snowboarding Slot	A	T	T	T	0.55	스노보드 강습 슬롯 예약
Diving Advisory	A	T	T	T	0.55	다이빙 환경·안전 자문
Sailing Entry	A	T	T	T	0.55	요트 경기 참가 등록
Rafting Plan	A	T	T	T	0.55	래프팅 투어 계획
Pregnancy Cost	A	T	T	T	0.55	임신·출산 비용 정보
Fertility Loan	A	T	T	T	0.55	난임 시술 대출
Concussion Balance	A	T	T	T	0.55	뇌진탕 균형 검사
Whale Worksheet	A	T	T	T	0.55	고래 학습 워크시트
Dolphin Diagram	A	T	T	T	0.55	돌고래 구조 다이어그램
Moose Outline	A	T	T	T	0.55	무스 드로잉·공예 오트라인
Coating App	A	T	T	T	0.55	코팅 시공 앱
Toilet Tips	A	T	T	T	0.55	변기 수리 팁
Ukulele Workbook	A	T	T	T	0.55	우쿨렐레 연습 워크북
Container Login	A	T	T	T	0.55	컨테이너 포털 로그인
Maintenance Analysis	A	T	T	T	0.55	유지보수 데이터 분석
Deductible Coach	A	T	T	T	0.55	자부담 관리 코칭
Mortgage App	A	T	T	T	0.55	모기지 관리 앱
Annuity Tips	A	T	T	T	0.55	연금 팁 콘텐츠
Scaffold Workbook	A	T	T	T	0.55	비계 안전 교육 워크북
Welding Login	A	T	T	T	0.55	용접 작업장 포털 로그인
Tractor Analysis	A	T	T	T	0.55	농기계 운영 데이터 분석
Donation Coach	A	T	T	T	0.55	기募 금액 설계 코칭
Attorney Recap	A	T	T	T	0.55	사건 요약 리캡 도구
Lawsuit Expense	A	T	T	T	0.55	소송 비용 추적
Location App	A	T	T	T	0.55	촬영지 스카우팅 앱
Decor Tips	A	T	T	T	0.55	인테리어 팁 콘텐츠
Dosage Analysis	A	T	T	T	0.55	투여량 분석 도구
Trading Coach	A	T	T	T	0.55	매매 코칭 도구
Notary Update	A	T	T	T	0.55	공증 제도 개정 소식
Patent Timer	A	T	T	T	0.55	특허 만료 기한 타이머
Kayaking App	A	T	T	T	0.55	카약 투어 앱
Insolvency Workbook	A	T	T	T	0.55	파산 절차 워크북
Masonry Spec	A	T	T	T	0.55	석공 시방서 관리
Storage Coach	A	T	T	T	0.55	수납 정리 코칭
Migraine Timeline	A	T	T	T	0.55	편두통 경과 타임라인
Snowboarding Pass	A	T	T	T	0.6	스노보드 리프트 패스
Sailing Fee	A	T	T	T	0.55	요트 대절·강습 요금
Rafting Cost	A	T	T	T	0.55	래프팅 투어 비용
Reconciliation Mode	R	F	T	T	0.6	기능 토글로 읽혀 독립 제품 불분명
Matter Spec	R	F	T	T	0.6	결합 불성립
Inspection Habit	R	F	T	T	0.6	검사와 습관 결합 불성립
Barcode Workbook	R	F	T	T	0.6	결합 불성립
Valet Mode	R	F	T	T	0.6	차량 기능으로 읽혀 대상 불분명
Homework Spec	R	F	T	T	0.6	결합 불성립
Vote Coach	R	F	T	T	0.6	대상 불분명
Attorney Confirmation	R	F	T	T	0.6	확인 대상 불분명
Court Serial	R	F	T	T	0.6	결합 불성립
Judge Repository	R	F	T	T	0.6	결합 불성립
Jury Rating	R	F	T	T	0.6	배심 평가 대상 불분명
Lawsuit Refund	R	F	T	T	0.6	환급 대상 불분명
Divorce Breakdown	R	F	T	T	0.6	고장·파산으로 읽혀 모호
Microfiber Workbook	R	F	T	T	0.6	결합 불성립
Backflow Mode	R	F	T	T	0.6	기능 토글로 읽혀 제품 불분명
Safari Spec	R	F	T	T	0.6	결합 불성립
Harmonica Quantity	R	F	T	T	0.6	수량 대상 불분명
Dosage Login	R	F	T	T	0.6	결합 불성립
Payload Habit	R	F	T	T	0.6	결합 불성립
Testament Counter	R	F	T	T	0.6	결합 불성립
Masonry Mode	R	F	T	T	0.6	기능 토글로 읽혀 제품 불분명
Barista Spec	R	F	T	T	0.6	결합 불성립
Mouthwash Quantity	R	F	T	T	0.6	소비자 수량 검색 근거 없음
Chore Login	R	F	T	T	0.6	결합 불성립
Waterfall Coach	R	F	T	T	0.6	코치 대상 불분명
Method Habit	R	F	T	T	0.6	교재와 습관 결합 불성립
Insomnia Estimate	R	F	T	T	0.6	추정 대상 불분명
Skydiving Code	R	F	T	T	0.6	코드 지칭 불분명
Acne List	R	F	T	T	0.6	목록 대상 불분명
Eczema Pass	R	F	T	T	0.6	결합 불성립
Ziplining Stub	R	F	T	T	0.6	결합 불성립
Psoriasis Statement	R	F	T	T	0.6	결합 불성립
Sledding Tab	R	F	T	T	0.6	결합 불성립
Vertigo Bulletin	R	F	T	T	0.6	결합 불성립
Arthritis Petition	R	F	T	T	0.6	결합 불성립
Menopause Fee	R	F	T	T	0.6	결합 불성립
Climbing Tax	R	F	T	T	0.6	결합 불성립
Biking Fund	R	F	T	T	0.6	결합 불성립
Thyroid Cash	R	F	T	T	0.6	결합 불성립
Golf Duty	R	F	T	T	0.6	결합 불성립
Cholesterol Allowance	R	F	T	T	0.6	허용량 지칭 모호
Fishing Stake	R	F	T	T	0.6	결합 불성립
Hypertension Margin	R	F	T	T	0.6	결합 불성립
Camping Version	R	F	T	T	0.6	결합 불성립
Anemia Link	R	F	T	T	0.6	결합 불성립
Glamping Identifier	R	F	T	T	0.6	결합 불성립
Heartburn Category	R	F	T	T	0.6	결합 불성립
Stargazing Format	R	F	T	T	0.6	결합 불성립
Constipation Serial	R	F	T	T	0.6	결합 불성립
Birdwatching Marker	R	F	T	T	0.6	표시 대상 불분명
Canyon Asset	R	F	T	T	0.6	결합 불성립
Sprain Levy	R	F	T	T	0.6	결합 불성립
Geyser Due	R	F	T	T	0.6	결합 불성립
Fracture Subsidy	R	F	T	T	0.6	결합 불성립
Fjord Discount	R	F	T	T	0.6	판촉 결합 부자연
Insulin Arrears	R	F	T	T	0.6	결합 불성립
Savanna Advance	R	F	T	T	0.6	선입금 대상 불분명
Tundra Penalty	R	F	T	T	0.6	결합 불성립
Prairie Markup	R	F	T	T	0.6	결합 불성립
Marsh Redemption	R	F	T	T	0.6	결합 불성립
Cove Extension	R	F	T	T	0.6	결합 불성립
Cliff Trial	R	F	T	T	0.6	결합 불성립
Cavern Graph	R	F	T	T	0.6	그래프 대상 불분명
Oasis Label	R	F	T	T	0.6	결합 불성립
Dune Manual	R	F	T	T	0.6	설명 대상 불분명
Penguin Schematic	R	F	T	T	0.6	회로도 어휘 부자연
Flamingo Layout	R	F	T	T	0.6	결합 불성립
Turtle Sketch	R	F	T	T	0.6	제품성 불분명
Bison Rendering	R	F	T	T	0.6	렌더링 대상 불분명
Reindeer Notification	R	F	T	T	0.6	결합 불성립
Vacation Advice	R	T	F	T	0.65	동일 배치 승인된 Vacation Tips(여행 조언 콘텐츠)와 동일 기능 의미 중복
Prescription Mode	R	F	T	T	0.6	기능 토글로 읽혀 제품 불분명
Reconciliation Spec	R	F	T	T	0.6	결합 불성립
Matter Quantity	R	F	T	T	0.6	수량 대상 불분명
Recruiting Habit	R	F	T	T	0.6	결합 불성립
Barcode Mode	R	F	T	T	0.6	기능 토글로 읽혀 제품 불분명
Valet Spec	R	F	T	T	0.6	결합 불성립
Homework Quantity	R	F	T	T	0.6	수량 대상 불분명
Vote Habit	R	F	T	T	0.6	결합 불성립
Lawyer Tag	R	F	T	T	0.6	태그 대상 불분명
Court Token	R	F	T	T	0.6	결합 불성립
Judge Announcement	R	F	T	T	0.6	발표 대상 불분명
Jury Agreement	R	F	T	T	0.6	결합 불성립
Divorce Sensor	R	F	T	T	0.6	결합 불성립
Immigration Zone	R	F	T	T	0.6	구역 지칭 불분명
Testament Booth	R	T	F	T	0.6	이미 기각된 Testament Counter와 같은 결합 불성립 계열
Mediation Petition	R	F	T	T	0.6	절차 결합 부자연
Guardianship Version	R	F	T	T	0.6	결합 불성립
Trademark Graph	R	F	T	T	0.6	그래프 대상 불분명
Copyright Rating	R	F	T	T	0.6	평가 대상 불분명
Songbook Tips	R	F	T	T	0.6	팁 대상 불분명
Stretch Advice	R	T	F	T	0.65	동일 배치 승인된 Stretch Tips(스트레칭 조언)와 동일 기능 의미 중복
Copay Mode	R	F	T	T	0.6	기능 토글로 읽혀 제품 불분명
Barista Quantity	R	F	T	T	0.6	수량 대상 불분명
Mouthwash Login	R	F	T	T	0.6	결합 불성립
Chore Analysis	R	F	T	T	0.6	분석 대상 불분명
Waterfall Habit	R	F	T	T	0.6	결합 불성립
Insomnia Order	R	F	T	T	0.6	주문 대상 불분명
Skydiving List	R	F	T	T	0.6	목록 대상 불분명
Acne Table	R	F	T	T	0.6	결합 불성립
Eczema Voucher	R	F	T	T	0.6	바우처 대상 불분명
Ziplining Statement	R	F	T	T	0.6	결합 불성립
Psoriasis Memo	R	F	T	T	0.6	결합 불성립
Sledding Bulletin	R	F	T	T	0.6	결합 불성립
Vertigo Brief	R	F	T	T	0.6	결합 불성립
Diving Petition	R	F	T	T	0.6	결합 불성립
Arthritis Confirmation	R	F	T	T	0.6	결합 불성립
Menopause Item	R	F	T	T	0.6	항목 대상 불분명
Pregnancy Price	R	F	T	T	0.6	가격 지칭이 자연스럽지 않음, 비용 정보는 Pregnancy Cost와 중복
Climbing Loan	R	F	T	T	0.6	결합 불성립
Fertility Sum	R	F	T	T	0.6	결합 불성립
Biking Cash	R	F	T	T	0.6	결합 불성립
Thyroid Sale	R	F	T	T	0.6	결합 불성립
Roof Advice	R	T	F	T	0.65	동일 배치 승인된 Roof Tips(지붕 조언 콘텐츠)와 동일 기능 의미 중복
Overtime Advice	R	T	F	T	0.65	동일 배치 승인된 Overtime Tips(초과근무 조언)와 동일 기능 의미 중복
Valve Workbook	R	F	T	T	0.6	학습통 대상 불분명
Microfiber Mode	R	F	T	T	0.6	결합 불성립
Backflow Spec	R	F	T	T	0.6	결합 불성립
Safari Quantity	R	F	T	T	0.6	수량 대상 불분명
Harmonica Login	R	F	T	T	0.6	결합 불성립
Custody Habit	R	F	T	T	0.6	결합 불성립
